stop_id,stop_lat,stop_lon,stop_name
de:14612:187,51.060656,13.694834,Dresden Bremer Straße
de:14612:186,51.059013,13.703171,Dresden Hamburger Straße
de:14612:185,51.05812,13.710061,Dresden Waltherstraße
de:14612:184,51.056523,13.714768,Dresden Manitiusstraße
de:14612:197,51.054761,13.72014,Dresden Koreanischer Platz
de:14612:487,51.053852,13.722997,"Dresden, Energiemuseum"
de:14612:138,51.053197,13.723491,Dresden Wettiner Platz
de:14612:23,51.052762,13.726698,Dresden Schweriner Straße
de:14612:37,51.050836,13.733516,Dresden Postplatz
de:08315:6116,47.903141,8.153433,Titisee Action Forest
de:08315:6548,47.903731,8.155742,Titisee Bahnhof
de:08315:6075,47.907555,8.158958,Titisee BADEPARADIES Schwarzw.
de:09663:89,49.792902,9.943407,Ersatzhaltestelle Luisengarten
de:09663:178,49.796665,9.944862,Würzburg Hauptfriedhof
de:16066:2200289,50.617901,10.391191,"Walldorf, Bahnhof"
de:16066:2200387,50.659903,10.372071,"Wasungen, Apotheke"
de:16056:1700879,50.932156,10.319045,Hohe Sonne
de:16056:1700875,50.959111,10.311998,"Eisenach, Mariental P+R"
de:16056:1700873,50.963893,10.316052,"Eisenach, Liliengrund P+R"
de:16056:1700868,50.967871,10.321251,"Eisenach, Wartburgallee"
de:16056:1700805,50.97448,10.31883,"Eisenach, Markt / Georgenkirche"
de:14612:193,51.062123,13.68339,Dresden Haltepunkt Cotta
de:14612:189,51.06166,13.68065,Cosseb. Str (Hp Cotta)
de:14612:551,51.067131,13.674425,Dresden Merbitzer Straße
de:14612:552,51.071737,13.670427,Dresden Zschonergrundstraße
de:14612:550,51.073001,13.668936,Dresden Haltepunkt Kemnitz
